"Algeria2005-2014","Andorra2005-2014","Argentina2005-2014","Armenia2005-2014","Australia2005-2014","Azerbaijan2005-2014","Bahrain2005-2014","Belarus2005-2014","Brazil2005-2014","Bulgaria2005-2014","Burkina Faso2005-2014","Canada2005-2014","Chile2005-2014","China2005-2014","Colombia2005-2014","Cyprus2005-2014","Ecuador2005-2014","Egypt2005-2014","Estonia2005-2014","Ethiopia2005-2014","Finland2005-2014","France2005-2014","Georgia2005-2014","Germany2005-2014","Ghana2005-2014","Great Britain2005-2014","Guatemala2005-2014","Hong Kong2005-2014","Hungary2005-2014","India2005-2014","Indonesia2005-2014","Iran2005-2014","Iraq2005-2014","Italy2005-2014","Japan2005-2014","Jordan2005-2014","Kazakhstan2005-2014","Kuwait2005-2014","Kyrgyzstan2005-2014","Lebanon2005-2014","Libya2005-2014","Malaysia2005-2014","Mali2005-2014","Mexico2005-2014","Moldova2005-2014","Morocco2005-2014","Netherlands2005-2014","New Zealand2005-2014","Nigeria2005-2014","Norway2005-2014","Pakistan2005-2014","Palestine2005-2014","Peru2005-2014","Philippines2005-2014","Poland2005-2014","Qatar2005-2014","Romania2005-2014","Russia2005-2014","Rwanda2005-2014","Serbia and Montenegro2005-2014","Singapore2005-2014","Slovenia2005-2014","South Africa2005-2014","South Korea2005-2014","Spain2005-2014","Sweden2005-2014","Switzerland2005-2014","Taiwan2005-2014","Thailand2005-2014","Trinidad and Tobago2005-2014","Tunisia2005-2014","Turkey2005-2014","Ukraine2005-2014","United States2005-2014","Uruguay2005-2014","Uzbekistan2005-2014","Viet Nam2005-2014","Yemen2005-2014","Zambia2005-2014","Zimbabwe2005-2014"
NA,0.194593849007995,0.0893369459199278,0.0782140503166855,0.225108243804829,0.105934264876708,0.0776931949979173,0.0920043290140071,0.078487581329641,0.0922043893864657,0.0536066928393273,0.141468494306569,0.0946995798135678,0.238219877033974,0.118380602179428,0.07349469091428,0.0699972874356054,0.139303863614765,0.162660045840869,0.118533587796177,0.164846731333227,0.148172230160381,0.111785116046527,0.255836222035766,0.112280999372466,0.139052511690515,0.0628796106950892,0.176895103813878,0.12988827451226,0.0575713688318239,0.116377442991745,0.0447418374416298,0.0766535824201207,0.105056637667156,0.299110117215653,0.0906396973329983,0.0888586089411711,0.0198241549441831,0.0807258033472615,0.0402375519757242,0.0574584158504871,0.0783462320465,0.0426423781161438,0.0750023867136119,0.050471631966785,0.0563780003803043,0.263220319463475,0.204798543739436,0.0667729805607149,0.227551658371137,0.055697909072679,0.0287157778464732,0.0787389172100995,0.061953355913091,0.0717541748106152,0.0719829296273796,0.0863868235216197,0.114450858609084,0.133403023755139,0.080237662937608,0.081891648374219,0.145272103656524,0.0596859496302633,0.148760041658077,0.160433854251161,0.313410630128196,0.198191093832404,0.143506023663038,0.120643441916411,0.0779338932288721,0.0488295120905032,0.0770884729558821,0.0885053594328414,0.15464432856476,0.144720102475536,0.112771977805688,0.131857786814726,0.06326771512273,0.0492525743122944,0.0622032574043071
0.194593849007995,NA,0.103710710272806,0.231567753106144,0.0646381844628341,0.225302276919727,0.231606102699257,0.126103012915546,0.167256195319517,0.114944770223246,0.24843553098412,0.0610054566710801,0.0976087662016949,0.247108760173399,0.252618970335607,0.110802071735203,0.178442133702884,0.554237181682763,0.115217863393352,0.261106141200259,0.0630965107609727,0.0414605782602677,0.346423088833316,0.0803729182772633,0.42469804608092,0.0451427922287668,0.202936254540494,0.104313353869418,0.114836054668586,0.199596883070077,0.373198667179791,0.351317643502538,0.413767057252233,0.0842734259999596,0.163197747479964,0.401342909074421,0.166380750463016,0.206254806215755,0.221701862633256,0.141855420305358,0.31112645434785,0.266742956140357,0.254447253673293,0.158032240016029,0.144580253302231,0.298725562412666,0.0608712801562356,0.0590413599240951,0.28351402054918,0.0624530266561709,0.279830263759817,0.221890972622389,0.176318243135222,0.212191767981425,0.132329841558084,0.277323240160686,0.261669288696615,0.168134251780181,0.376948147047521,0.109331072658715,0.103752038787003,0.0713027809107778,0.235523894596948,0.122326017647938,0.0532213694592461,0.0708125006487359,0.0489377659660568,0.143559771787681,0.259746230051775,0.212003970198021,0.25597089158203,0.27828598725086,0.147634631380884,0.108475222487607,0.0813366553090126,0.253475435721341,0.223321461213615,0.29561311054571,0.195370497287587,0.237123759013646
0.0893369459199278,0.103710710272806,NA,0.103101976100832,0.0813789287536916,0.129061804178476,0.128794319774397,0.0579628444638787,0.0475936049577688,0.0500281715348777,0.103169712485349,0.0587654622630736,0.0244807587451519,0.158420548358225,0.0737840578269842,0.0371789608921502,0.0563660654893605,0.21846840411769,0.0731736170390776,0.12503861919645,0.0907884614824335,0.0697677611899451,0.140332745037424,0.0794886747653833,0.16428019770843,0.0587874199058937,0.0753543515996433,0.0919009005069965,0.0557977013273563,0.0637722694541294,0.162139425689366,0.141080043454648,0.171763465676992,0.0541596622811459,0.133650758563522,0.170183367438706,0.0701447839880244,0.0801265067905345,0.108185450958755,0.0670663338954033,0.130783869811713,0.0990802377637846,0.104275604532857,0.0477616093978781,0.0589359775305631,0.111025957712817,0.0903691929556256,0.0742042105539985,0.120670915402877,0.139095893095932,0.134280874863167,0.0923050125065319,0.0500654563140093,0.106614106881792,0.0452462516898306,0.145850089161417,0.0764536977024298,0.0654799605650248,0.12943211531612,0.0510372822838048,0.0483469144188817,0.0513694330036301,0.0561462135114757,0.071670354504148,0.0476714157669946,0.155400868811969,0.095958059443054,0.0947087742466247,0.107879451713372,0.0786171299169441,0.10741126011513,0.113723213394718,0.0534849944400011,0.0722195922138506,0.0363995112762672,0.141600228434707,0.126764155363693,0.137177535593823,0.0716774203466415,0.0897781280188988
0.0782140503166855,0.231567753106144,0.103101976100832,NA,0.229698549927474,0.0488434712123422,0.111750566550069,0.0682965590902494,0.0928674647776143,0.077976685480944,0.0753516658403576,0.157058884722208,0.0978018406476098,0.192109315889619,0.106975327717086,0.0690211618427938,0.0556348784425901,0.0997881518253043,0.13370161232979,0.11531647606877,0.181564453805317,0.183897211991999,0.0331215546692247,0.236403469237047,0.0963744359073034,0.182340255040918,0.0719884513285339,0.174466566430297,0.112711945684588,0.123239295623739,0.0966463802638212,0.0386127772706432,0.119554971343818,0.10891609196759,0.244287137971509,0.0818984993077854,0.0566936604882007,0.0615784045701538,0.0590890922125403,0.0775367793804119,0.072810730042778,0.0861251110380755,0.0764181189086928,0.0987501166793281,0.053395866909064,0.0565194530329208,0.253485801877787,0.201851960997853,0.08458757974496,0.258074623883285,0.0739813469162264,0.0570398737320814,0.0862274392946911,0.0910382876821187,0.0731220227472528,0.0772498686174608,0.0412313366373968,0.0931273147994818,0.0654901852725936,0.116327587445229,0.0971673030156066,0.138340978627491,0.0929942677410813,0.122741419697255,0.160593075080606,0.329016169470486,0.208929603119567,0.114169173006197,0.121367522438257,0.0910900924806648,0.0405148337126114,0.0525399389829859,0.0665599457146636,0.175327645636594,0.133280289801479,0.0789175800829397,0.0990902607644672,0.0721556584822343,0.0735547446996978,0.0556907552395325
0.225108243804829,0.0646381844628341,0.0813789287536916,0.229698549927474,NA,0.235022271208269,0.229058269663631,0.0976317314637695,0.10991071330181,0.115708943336917,0.18772061886734,0.0191059257924026,0.0849602216878486,0.147204748637048,0.157411574172098,0.0753797982346731,0.173478349330916,0.289599782029334,0.0985938427285431,0.185337771757659,0.0475425103570902,0.0590646689626438,0.206405529447083,0.0526263139143889,0.233513006572242,0.0309409569837515,0.188219417215972,0.0930254156357457,0.0996873306692073,0.112307164455082,0.236683834911529,0.196367334714762,0.247203213332021,0.0746618384278063,0.100285387889488,0.255232548440062,0.142652065787381,0.192229677233514,0.186331613477259,0.166421112194775,0.218012498386669,0.179973369905591,0.192004617215013,0.103543092004718,0.144773523009248,0.212676981484628,0.0461819481604949,0.0236493970982784,0.222595275884253,0.0660686579336004,0.262987106805157,0.210977407398128,0.129467099286603,0.220735674826387,0.108256482439559,0.231514706335506,0.163387004261484,0.114210843106594,0.202977164094147,0.100929706328481,0.0660040871124914,0.0579343531111992,0.129026811113504,0.079260026558364,0.0566551085077819,0.0538121516993604,0.032950213955114,0.105630645580795,0.159886627595089,0.147495420708881,0.234736665931078,0.168609296475047,0.113354560046727,0.032507235520865,0.0688952987001057,0.188478158786501,0.162994426511041,0.280619342947458,0.144347725256179,0.20548854333342
0.105934264876708,0.225302276919727,0.129061804178476,0.0488434712123422,0.235022271208269,NA,0.123237628695558,0.0691637862956693,0.159463557590561,0.0792071504870099,0.145668931220549,0.167027529379127,0.108947868486568,0.151253767628837,0.157787892613135,0.098033953143763,0.0851239825300799,0.162336985136453,0.128346791405557,0.166166737394578,0.173421280917543,0.171037243400548,0.101397836275458,0.231754056317012,0.172763198346862,0.164453810089931,0.10644931229132,0.161447893257923,0.0829976740734824,0.151588493993215,0.144854150740098,0.0750192694875345,0.142309537975625,0.137356025340039,0.22265195820297,0.107738219269688,0.0483656506826176,0.0913304933297762,0.0726676220779617,0.0884433670124509,0.0981922418637395,0.101038916401166,0.137479425448067,0.139985370104191,0.0794085536298982,0.0960692415991585,0.253840940788095,0.206213836255313,0.135719359609039,0.244894978618428,0.107240045228448,0.0936722118707268,0.136027948289933,0.112364753881595,0.111130525937168,0.122062534925412,0.0902547741817564,0.0892459379325938,0.15922630977124,0.142438770391504,0.0926040832574226,0.148048273815755,0.145056276599886,0.128270689464587,0.16914869250772,0.333108675261005,0.201487520883124,0.0877550431861496,0.145070218753437,0.139200494681495,0.0666511835404272,0.0802777459879732,0.0785948183341169,0.204601510669664,0.138286133605194,0.0604005874069661,0.0730188486157286,0.108141615260326,0.1325811337568,0.113151745348728
0.0776931949979173,0.231606102699257,0.128794319774397,0.111750566550069,0.229058269663631,0.123237628695558,NA,0.121706494375072,0.158399026005952,0.138446581154872,0.117776101883704,0.171398354747718,0.136070304175589,0.208347686991213,0.19822629836825,0.125764083875727,0.101492354941399,0.234448093467467,0.193049115620132,0.120825628040598,0.1894619337193,0.206092472157782,0.168600144092931,0.215604229323086,0.207073716381403,0.179524485395226,0.109591431273272,0.163743622922277,0.148216649657317,0.10509869184142,0.176830142981982,0.141896900394449,0.174065630225351,0.120801332305049,0.248995486269818,0.16814429617775,0.111622129132045,0.080025575514033,0.0968983566814895,0.0421941847077321,0.12666224246924,0.125344877539553,0.107200572807813,0.157017440081145,0.102926244588082,0.118577434639523,0.238228912118796,0.191286031905603,0.10452371878485,0.240673527204608,0.0910799044095001,0.0792986319443491,0.148703509899206,0.107652059538058,0.108188797982577,0.147326015848396,0.135731567755374,0.183890219226288,0.148334738967682,0.132855595267974,0.0998466293333286,0.182468844899108,0.11574019138864,0.153823475645525,0.194343669437634,0.290104392777003,0.206455292558821,0.195356652420662,0.105439330894287,0.157779717180015,0.112882557691489,0.125939995640871,0.122994933512931,0.179812201736899,0.177034926917896,0.174333796992766,0.157805609754003,0.140281359025427,0.101994088630879,0.12079149454554
0.0920043290140071,0.126103012915546,0.0579628444638787,0.0682965590902494,0.0976317314637695,0.0691637862956693,0.121706494375072,NA,0.0947590213649368,0.0329670389977884,0.110637001286741,0.0767070485287894,0.0692740733072869,0.118454238304119,0.131964885598654,0.0481408688512008,0.0834699632931234,0.179872965927942,0.0545165051635815,0.13572624175634,0.108873329067354,0.0991856737074363,0.107205632115718,0.118902391227536,0.187221587063858,0.100167451113204,0.0963774343850055,0.083672488058413,0.0496969258110443,0.0819067033536151,0.140642547912998,0.0997840237713487,0.175070263396316,0.0797793833288725,0.143680582973691,0.156682925557745,0.0143766975407515,0.0863171360119532,0.0598965955569497,0.0720824455345822,0.130641630445088,0.0985862505785352,0.0987164412011267,0.088086030436127,0.0420232321337411,0.117530351760064,0.123794268628282,0.0844111840298704,0.126446186767189,0.155769882839301,0.131150418171874,0.0865180149878749,0.0937799023197998,0.102449629352771,0.0637719702675689,0.137244552459401,0.0766810409599867,0.016623462295564,0.150895230052224,0.0538256395158652,0.0418056810361633,0.0662363561363147,0.0870345056028898,0.0542543965363927,0.0783842170006026,0.172386122555182,0.123868058855562,0.0571346921887787,0.112427701503594,0.108986825385938,0.081956845837136,0.088919434302857,0.0111575675478179,0.0659403665304273,0.087173957124949,0.088095931663732,0.072413546785407,0.1187304038024,0.0794922605810261,0.10344838279016
0.078487581329641,0.167256195319517,0.0475936049577688,0.0928674647776143,0.10991071330181,0.159463557590561,0.158399026005952,0.0947590213649368,NA,0.106423478338995,0.0700256155246934,0.0692811344422517,0.0456877807760769,0.172701795263232,0.0365887977279956,0.0381112218405478,0.0457864442719056,0.15098510376174,0.158674051550973,0.09927074481655,0.142510212508317,0.117545096376988,0.0836310642655938,0.119083079304643,0.0979595319978801,0.118216475958846,0.0486759493251809,0.129846585538637,0.121382110409536,0.0592213388932137,0.131089204662185,0.0769633575539508,0.106818751108157,0.0574894316138407,0.160081864042747,0.116043311348972,0.111020134722218,0.0798870408389268,0.111675991787797,0.0685280135761784,0.0765537600937621,0.0740224806800647,0.0768027618407061,0.0300851072325024,0.0581139985033418,0.074261548599154,0.142081946049619,0.134572520804931,0.086697129890593,0.214809752141134,0.121630029807227,0.0868892626944648,0.032318157610424,0.082099491923173,0.0463784178611326,0.111800173522136,0.0546344137108869,0.0913943690899227,0.0795244710159051,0.072804271395294,0.0714301358617475,0.0986918549434844,0.0379093993856794,0.097723319483355,0.0916610993048833,0.207144412903771,0.128048483465325,0.118206739100502,0.101213042086818,0.0414690973707063,0.106255784570605,0.0787366404949099,0.0710949295135404,0.0698204356383095,0.0813268838137158,0.142067462738224,0.162695378060551,0.152879255859858,0.0501029746587008,0.0599478749373717
0.0922043893864657,0.114944770223246,0.0500281715348777,0.077976685480944,0.115708943336917,0.0792071504870099,0.138446581154872,0.0329670389977884,0.106423478338995,NA,0.137803896562742,0.0922209072322584,0.0595237436491732,0.125284077269567,0.177515843271061,0.0453786118188204,0.0800536850736153,0.282626847548939,0.0466072158230762,0.157212597825989,0.0992498381712928,0.086770170978189,0.16195108917959,0.0967166561573207,0.203833096655059,0.0803161376317983,0.107603956151644,0.0941422763989198,0.0361895736731646,0.0983966789285709,0.200253154979951,0.19037861071464,0.240460468585708,0.0688425007893308,0.126425285272047,0.207543852740712,0.0379575800382588,0.111111527449526,0.0789932891735163,0.0571800376959821,0.158004377719657,0.119464175716127,0.13599325858873,0.104900063308892,0.046684297380213,0.144682379387908,0.11606275954779,0.097471572255379,0.13060881261442,0.142890850767495,0.137839933123019,0.101251000685666,0.0931718514852118,0.111329019931245,0.0702027514965136,0.167201279220495,0.0874691095337322,0.0331711644618411,0.200079085741993,0.0488328552266372,0.0498840256925049,0.0501649914305985,0.10180921478656,0.0677069378607829,0.0573160656172294,0.182642714057156,0.113825070020399,0.0751586820820733,0.126894571205216,0.132369994423205,0.101468295198134,0.130364286860838,0.0339436723369652,0.107764764715509,0.0577275299290536,0.117957637595892,0.0919900506664128,0.134078116383677,0.0938142632874953,0.0939166735455207
